"payment","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","var25","var26","var27","var28","var29","var30"
"Denied","wv","bq",-5.09,7.84,24.86,14.21,14.57,11.39,"nv","ld","te",11.11,"kh",3.36,-11.55,8.69,"ki",52.65,"ev",45.91,14,10.83,"tf",3,28.6,-1.46,6.08,3.03,"dg",49.78
"Denied","qw","hk",1.76,-19.16,-6.69,2.73,9.63,-8.58,"nv","ld","te",12.23,"cb",1.75,34.78,7.3,"ki",-42.67,"ev",16.53,-9.73,23.21,"cz",5.54,18.13,18.64,8.16,1.18,"ev",-0.59
"Success","wv","bq",1.05,13.63,42.87,9.84,5.8,-0.89,"nv","db","te",10.44,"cb",0.47,24.44,5.76,"bw",34.63,"tg",29.92,1.01,8.26,"cz",3.77,-8.36,16.04,10.15,-0.67,"ev",26.67
"Denied","qw","hk",6.47,3.28,3.2,17.46,16.52,12.94,"ch","db","te",6.82,"cb",1.6,50.66,12.43,"zk",12.52,"tg",-1.87,17.8,11.01,"cz",1.89,25.39,-0.45,8.5,0.6,"ev",31.78
"Denied","wv","zg",-0.5,16.8,41.7,7.27,27.35,5.74,"ch","ld","te",-9.95,"cb",1.27,19.31,14.8,"ki",23.95,"ev",29.81,15.08,-7.92,"fe",12.35,9.03,37.21,-3,1.14,"ev",6.31
"Denied","qw","js",2.62,14.89,19.97,15.06,7.38,3.28,"ch","pe","te",6.47,"cb",7.57,-8.83,22.39,"ov",14.51,"me",9.68,2.53,8.17,"qu",3.91,30.61,-13.25,2.18,-0.57,"ev",22.33
"Denied","kq","bq",0.4,10.28,31.14,10.78,11.88,-1.1,"nv","db","te",8.95,"te",-3.73,12.96,18.55,"zk",36.64,"me",-0.35,33,29.31,"da",7.69,18.14,4.37,9.45,0.03,"ev",19.38
"Success","wv","bq",2.25,-0.5,0.01,-8.63,-5.72,10.35,"ch","db","rl",5.17,"te",1.94,10.73,14.12,"zk",5.9,"ev",25.87,28.25,-11.02,"tf",1.55,13.76,14.52,4.8,1.09,"dg",-6.01
"Denied","qw","bq",-1.87,27.42,41.02,10.88,-0.06,2.22,"ja","ld","te",5.36,"iz",-0.13,22.49,9.42,"bw",-29.77,"ev",27.36,-24.37,10.53,"tf",-1.59,14.92,11.29,1.91,1.15,"ev",20.52
"Denied","wv","js",-1.5,0.08,46.86,6.35,4.33,10.39,"ch","db","te",6.85,"te",3.36,11.53,12.29,"bw",56.22,"qu",21.21,30.23,17.03,"cz",-7.06,8.19,29.42,7.18,0.28,"dg",30.2
"Success","qw","rv",0.15,39.16,10.2,-0.24,17.35,9.35,"ch","ld","te",16.72,"kh",-0.22,46.86,21.83,"bw",20.72,"me",9.24,24.36,17.84,"sy",8.97,-0.34,10.13,9.13,-0.63,"ev",6.22
"Success","qw","rv",9.25,41.41,44.68,8.84,19.43,-7.37,"ch","ld","rl",11.14,"kh",4.81,3.18,24.35,"ki",22.99,"bz",3.15,0.62,19.22,"cz",4.74,22.26,26.56,3.94,-0.38,"ev",-10.61
"Denied","wv","zg",5.91,-2.09,37.36,1.03,-0.55,1.8,"ja","db","rl",2.24,"cb",1.91,-4.37,6.98,"bw",9.93,"bz",29.56,17.02,21.9,"tf",2.31,16.25,16.89,1.66,2.02,"dg",-5.74
"Denied","qw","hk",2.71,6.82,27.56,8.15,12.67,8.93,"nv","ld","rl",6.25,"iz",0.62,6.25,-6.82,"zk",5.32,"tg",-3.47,11.6,11.51,"ri",9.21,24.02,38.82,10.61,-0.31,"ev",5.63
"Success","qw","hk",0.37,29.69,13.63,20.19,12.2,10.25,"ch","db","rl",16.04,"cb",-0.02,17.66,16.44,"bw",39.51,"qu",30,48.2,18.74,"da",-0.07,-5.96,19.98,7.41,0.89,"ev",24.65
"Denied","qw","js",7.13,18.95,21.42,1.24,14.92,6.82,"ch","pe","te",15.82,"iz",2.95,13.17,-1.78,"ki",-8.54,"qu",-6.67,-2.59,18.84,"tf",3.44,15.56,13.59,-2.56,2.74,"ev",46.79
"Denied","qw","rv",3.29,26.16,6.08,10.89,2,3.52,"ch","ld","te",-0.5,"kh",2.09,19.42,11.07,"ki",4.68,"me",-4.99,20.11,-9.49,"qu",8.43,12.02,21.03,2.76,1.85,"ev",5.61
"Success","kq","bq",3.75,25.48,18.13,12.09,-10.94,5.66,"ch","db","te",0.18,"cb",1.04,19.46,20.06,"bw",-31.67,"ev",-11.68,8.15,17.09,"qu",8.21,17.97,-12.13,0.55,-0.36,"ev",2.98
"Success","qw","js",5.28,11.4,18.84,12.66,-6.63,5.27,"ch","ld","te",5.95,"cb",1.53,32.61,16.59,"az",16.31,"tg",8.53,36.63,11.58,"ub",3.3,1.69,15.62,3.67,0.83,"ev",-6.49
"Denied","wv","py",3.92,38.77,7.72,21.18,0.43,3.03,"ch","ld","te",3.75,"cb",2.63,1.85,15.07,"bw",43.65,"tg",16.33,-18.04,13.62,"tf",16.86,6.57,-11.1,4.53,-0.39,"dg",-37.26
"Denied","kq","js",5.54,35.38,33.56,12.13,29.11,2.65,"ja","ld","te",-0.14,"kh",5.44,-1.91,10.51,"bw",-10.26,"ev",10.46,34.61,38.81,"fe",8.27,-1.88,27.88,9.09,2.75,"dg",-9.43
"Success","kq","js",0.34,5.08,39.7,14.81,-0.24,2.19,"nv","db","te",9.2,"cb",3.12,9.1,-10.12,"zk",-1.45,"tg",17.94,1.03,28.35,"ub",10.6,12.56,-14.83,5.66,0.93,"ev",7.57
"Success","qw","bq",-0.44,24.13,43.79,12.96,2.11,-4.16,"ja","db","te",1.26,"iz",1.82,20.28,38.55,"zk",41.04,"ev",-2.42,19.58,35.05,"qu",6.68,3.17,7.4,4.32,2.43,"ev",24.01
"Denied","wv","py",-0.89,5.88,55.23,13.75,-3.17,14.68,"nv","ld","te",1.92,"cb",4.65,34.99,18.26,"zk",13.72,"ev",34.66,12.45,39.48,"tf",6.25,19.14,31.69,9.27,0.46,"ev",3.39
"Denied","kq","py",-3.81,38.67,30.88,17.37,-0.59,-1.44,"ch","ld","te",16.06,"cb",1.34,9.39,6.63,"ov",9.78,"ev",10.38,13.27,8.96,"sy",4.51,8.79,9.19,5.4,1.52,"dg",9.5
"Denied","qw","qf",-0.57,13.54,53.31,2.2,0.81,-1.49,"ch","ld","te",5.92,"iz",2.77,-4.78,-11.71,"bw",63.69,"qu",4.44,14.26,46.25,"tf",1.34,14.59,-8.01,2.91,1.34,"dg",24.32
"Denied","qw","hk",5,-5.97,10.32,6.54,24.97,2.56,"ch","ld","te",-1.04,"iz",2.55,14.87,16.45,"ki",12.51,"ev",36.52,14.75,-5.83,"cz",2.24,14.55,-12.84,-1.34,1.25,"ev",2.23
"Denied","qw","bq",6.12,29.41,38.39,21.03,-0.05,6.76,"ch","ld","te",24.08,"cb",5.58,2.05,13.54,"ki",7.2,"me",24.68,13.02,16.45,"ri",4.28,25.68,27.32,3.1,1.37,"ev",15.96
"Success","wv","rv",3.71,27.85,47.42,-8.28,12.75,1.22,"ch","db","rl",13.22,"te",2.52,17.15,26.38,"az",42.79,"me",51.86,-11.79,32.61,"qu",4.92,0.01,31.26,8.8,1.94,"ev",25.36
"Denied","wv","bq",0.84,47.8,27.04,1.75,12.12,-5.68,"ch","pe","te",12.01,"iz",4.99,7.41,-10.37,"bw",47.26,"qu",-12.17,10.26,16.19,"tf",0.05,18.06,-2.66,2.4,1.22,"ev",-0.13
"Denied","wv","bq",0.39,6.8,16.26,20.14,4.32,9.01,"nv","db","te",5.4,"cb",1.42,16.15,10.89,"bw",15.39,"tg",24.13,-3.02,1.41,"ri",2.85,13.61,24.5,6.36,0.14,"ev",21.7
"Denied","qw","zg",4.2,29.46,31.75,4.21,16.49,8.98,"ch","ld","te",7.28,"te",-4.62,-5.63,3.89,"ki",46.32,"ev",27.69,6.19,4.83,"tf",11.58,4.36,8.88,1.56,0.83,"ev",-11.23
"Denied","qw","rv",2.98,28.94,10.72,6.36,12.07,-0.79,"ch","pe","te",7.56,"cb",-1.15,20.46,0.58,"bw",7.84,"ev",-3.65,4.74,13.4,"fe",2.02,15.77,29.02,5.83,2.37,"ev",17.61
"Denied","kq","py",1.01,32.29,37.74,0.8,28.18,2.86,"nv","ld","te",-5.29,"iz",1.56,-1.76,21.6,"bw",-29.28,"ev",23.43,-0.41,22.17,"qu",5.63,32.76,18.91,7.9,0.57,"dg",30.83
"Success","kq","py",-1.06,17.93,19.27,5.57,-2.27,-4.97,"ch","pe","rl",-0.24,"iz",7.08,25.59,13.63,"ki",-14.27,"qu",-3.62,20.98,2.3,"tf",2.1,7.59,20.99,2.65,1.67,"ev",46.22
"Denied","qw","py",2.27,2.05,27.1,-2.03,13.12,15.08,"nv","db","te",3.4,"te",2.36,9.13,18.34,"bw",24.63,"qu",21.52,-11.03,3.18,"tf",0.52,15.26,3.5,-2.98,1.37,"ev",-12.22
"Denied","kq","bq",9.21,6.57,38.75,16.35,25.17,2.53,"ja","pe","rl",2.76,"te",2.58,3.41,8.01,"bw",28.04,"qu",7.29,0.71,17.92,"qu",0.47,4.67,27.01,3.96,-1.05,"ev",-10.51
"Denied","qw","bq",7.38,9.62,-4.86,7.84,25.93,-0.88,"ch","ld","te",-13.31,"cb",5.64,23.88,4.29,"ki",-33.16,"qu",-18.44,13.54,17.6,"tf",4.7,22.32,10.71,1.22,1.89,"ev",-3.1
"Denied","kq","zg",1.85,14.66,7.19,11.25,1.52,9.01,"ch","db","te",3.42,"cb",-0.42,25.94,-9.34,"zk",47.71,"me",-26.56,35.41,33.78,"fe",4.31,21.21,-1.03,4.3,3.03,"dg",32.32
"Success","kq","bq",0.19,14.68,18.52,-1.33,-7.23,6.99,"ja","pe","te",-8.96,"te",-0.48,64.38,25.24,"ki",18.98,"qu",28.79,23.98,22.45,"tf",9.04,-13.64,25.3,5.66,-0.2,"dg",8.26
"Denied","kq","hk",2.02,0.8,16.07,13.72,4.48,2.66,"ch","db","te",-1.99,"np",4.49,14.77,30.83,"bw",43.92,"ev",35.86,39.02,7.37,"tf",2.6,7.27,-4.62,5.12,1.58,"dg",29.3
"Denied","qw","bq",1.43,0.92,25.68,1.1,-3.93,12.39,"ja","ld","te",14.47,"iz",0.23,29.96,7.64,"bw",47.16,"qu",9.95,4.43,21.79,"tf",9.4,7.44,-7.15,2.57,0.78,"ev",33.19
"Denied","qw","py",3.51,16.5,90.66,2.73,22.73,2.55,"ja","ld","rl",-1.92,"te",3.51,27.53,20.16,"ki",-27.52,"me",8.53,34.8,13.77,"tf",12.12,19.82,36.3,-2.32,-1.73,"ev",24.94
"Success","wv","py",1.7,17.01,31.38,0.27,17.04,5.34,"ch","db","rl",5.86,"iz",0.76,17.13,11.11,"zk",-13.88,"ev",48.1,20.21,11.98,"da",4.69,-14.51,10.19,8.38,1.26,"dg",12.93
"Denied","kq","js",7.27,20.71,0.22,22.27,-0.9,7.25,"ch","db","rl",-0.95,"te",3.21,35.46,18.83,"bw",-11.69,"qu",-15.98,24.52,1.17,"fe",6.17,-14.46,12.79,0.87,0.93,"dg",5.48
"Success","qw","js",-0.87,23.22,-0.39,8.5,10.05,10.59,"ch","ld","te",15.83,"cb",-0.57,5.62,14.84,"bw",20.8,"qu",23.18,-9.07,-16.24,"qu",8.15,0.83,20.71,4.3,-0.27,"ev",6.78
"Success","qw","py",4.04,12.08,9.68,15.05,13.44,2.12,"ch","ld","te",10.44,"cb",0.81,0.25,14.82,"zk",13.16,"tg",18.38,37.19,2.12,"tf",0.24,14.66,2.03,2.64,1.91,"ev",-18.23
"Denied","qw","bq",7.3,9.33,-0.23,-11.14,23.68,9.5,"nv","ld","te",1.83,"te",2.15,17.01,16.78,"ki",30.19,"qu",21.89,31.07,-0.87,"tf",3.62,11.57,22.9,3.52,1.71,"ev",-32.05
"Denied","qw","bq",2.63,5.32,5.69,18.86,13.96,0.86,"nv","ld","te",9.28,"iz",2.03,-14.33,-0.02,"ki",11.56,"tg",6.74,31.04,31.59,"qu",7.51,11,13.75,4.43,3.05,"ev",-13.34
"Denied","kq","hk",5.93,11.7,25.48,5.93,8.99,5.62,"ch","ld","te",10.93,"iz",3.18,6.59,7.36,"bw",24.43,"ev",25.3,43.62,15.28,"da",4.88,7.87,8.89,2.2,1.1,"ev",-0.49
"Denied","qw","js",4.2,-2.97,30.64,6.5,6.01,-0.07,"nv","ld","rl",14.09,"cb",5.89,16.09,-17.14,"ki",21.41,"me",4.68,40.11,18.42,"tf",9.11,16.25,10.49,6.98,3.02,"ev",26.61
"Success","wv","hk",3.78,12.65,30.56,16.85,10.02,9.71,"ch","pe","te",-0.41,"cb",2.92,9.04,36.04,"ki",18.39,"tg",27.16,24.99,17.96,"ub",4.02,14.33,0.18,4.95,0.15,"dg",38.64
"Denied","wv","bq",1.28,12.83,33.52,8.2,-1.74,9.27,"ch","db","te",-2.73,"cb",1.43,12.91,29.46,"ki",17.43,"tg",48.58,26.75,22.13,"tf",9.16,24.68,6.76,1.13,2.43,"dg",33.8
"Success","qw","zg",3.81,36.28,4.43,1.95,10.99,3.07,"ch","db","rl",5.85,"kh",2.13,17.19,13.87,"ki",35.36,"ev",2.67,8.22,29.21,"ri",13.03,14.74,0.45,6.12,0.91,"ev",32.36
"Success","wv","rv",4.53,17.13,31.32,-2.49,-6.77,13.88,"ch","db","te",4.93,"cb",5.02,-2.04,8.94,"ki",18.44,"ev",36.07,9.24,15.68,"ub",4.76,-0.32,18.72,-0.34,-0.47,"ev",37.23
"Denied","wv","xn",4.8,1.47,-13.34,6.64,14.09,-3.01,"ch","ld","te",6.28,"cb",3.65,6.96,1.95,"bw",40.24,"ev",0.35,26.71,4.89,"ri",10.7,7.19,4.62,10.6,2.35,"ev",17.33
"Denied","qw","py",8.28,32.9,18.51,13.64,10.4,9.43,"ch","ld","te",8.9,"iz",2.09,-6.1,23.71,"bw",35.93,"tg",52.44,4.19,12.2,"tf",8.25,18.08,31.38,10.49,0.68,"ev",3.67
"Denied","qw","py",3.06,14.41,0.79,12.74,12.66,2.65,"ch","ld","te",17.56,"cb",5.82,-15.78,-4.86,"ki",5.31,"qu",24.14,-10.13,30.85,"ri",8.24,9.83,26.94,9,2.79,"ev",6.18
"Denied","qw","bq",-1.24,6.17,42.39,19.94,-3.61,-3.76,"ja","db","te",-0.66,"cb",0.93,15.01,-6.3,"ov",27.42,"tg",-33.12,31.62,13.54,"tf",-2.14,16.89,-15.69,7.42,1.22,"ev",-19.36
"Denied","qw","bq",7.17,0.89,38.24,12.11,-10.13,-3.07,"ch","ld","rl",2.67,"cb",5.06,22.81,10.64,"ki",50.96,"ev",38.55,37.56,4.11,"tf",-0.34,22.17,17.8,1.91,2.03,"ev",27.57
"Success","qw","py",5.35,56.83,41.61,6.68,19.94,9.12,"ch","ld","te",15.1,"te",3.96,24.12,26.48,"ki",24.59,"qu",7.81,-1.97,4.37,"da",9.52,4.69,18.79,-2.66,2.79,"ev",25.78
"Success","kq","py",0.01,47.68,24.56,6.63,14.69,0.56,"ch","db","te",11.58,"cb",2.87,21.08,34,"ov",-9.18,"qu",12.21,32.89,-9.47,"tf",-0.57,2.87,24.89,4.73,2.22,"ev",27.77
"Success","qw","lo",5.54,24.47,4.55,-0.62,9.73,10.2,"nv","ld","te",10.42,"cb",2.55,-21.91,15.21,"zk",70.57,"qu",24.18,-15.73,8.46,"ub",8.43,2.5,7.63,-3.86,0.59,"ev",-6.09
"Success","wv","hk",3.37,10.41,13.73,11.11,2.56,3.63,"ch","ld","rl",2.66,"cb",4.27,22.31,15.42,"ki",43.37,"tg",13.91,16.91,22.48,"ri",5.05,2.56,18.5,4.38,-0.99,"ev",1.62
"Success","qw","py",0.93,-0.98,17.78,10.17,1.52,15.37,"ch","ld","te",0.43,"cb",0.64,-0.17,5.9,"bw",-22.77,"ev",-5.61,27.34,22.91,"qu",3.39,-1.88,7.27,3.73,0.98,"ev",10.58
"Denied","qw","bq",8.85,19.08,4.52,28.68,1.49,4.96,"ch","db","te",0.73,"te",3.61,-0.85,41.6,"ki",-11.37,"ev",-4.44,4.11,24.46,"cz",6.88,21.6,28.76,5.85,0.06,"ev",-2.67
"Denied","qw","py",4.14,2.21,38.4,22.93,4.48,-7.98,"nv","ld","te",16.29,"te",2.97,-7.87,8.52,"bw",32.9,"qu",51.53,6.96,16.75,"fe",15.73,13.35,-12.26,11.23,1.92,"dg",6.52
"Success","wv","py",4.74,7.26,32.01,6.03,8.71,7.39,"ch","db","te",0.89,"cb",1.44,9.06,13.69,"ki",27.08,"me",20.76,7.21,14.36,"tf",9.06,38.17,23.92,8.38,1.78,"ev",44.46
"Denied","wv","py",5.25,15.97,16.45,0.83,12.08,0.68,"ch","db","te",11.97,"te",1.82,39.29,15.3,"bw",3.25,"qu",52.57,19.9,-4.42,"tf",-0.37,2.76,27.9,5.8,2.13,"ev",37.98
"Denied","kq","py",5.05,4.43,-14.8,21.8,12.35,13.26,"nv","db","te",10.87,"np",2.04,27.18,-5.73,"ki",34.84,"tg",11.63,10.38,27.98,"ri",-0.96,12.08,-2.84,-1.52,1.81,"ev",22.44
"Denied","qw","py",0.52,22.39,26.33,15.93,5.22,1.78,"ch","ld","te",16.5,"iz",-0.75,-2.61,15.82,"zk",11.89,"ev",9.56,28.95,34.96,"tf",7.87,14.69,-4.77,-4.51,0.83,"ev",25.6
"Denied","wv","bq",-1.12,17.82,18.21,9.2,12.41,7.71,"ch","pe","te",19.11,"te",1.89,2.26,16.01,"bw",-19.18,"bz",25.2,-8.3,15,"ub",6.88,11.58,26.9,3.4,1.44,"ev",2.51
"Success","wv","rv",1.87,9.4,13.98,4.01,9.12,6.4,"nv","ld","te",-6.04,"te",0.18,-15.23,33.08,"ov",22.45,"tg",-14.55,40.83,20.48,"da",12.28,2.87,-2.95,-2.8,1.23,"ev",63.05
"Denied","qw","py",3.04,8.17,5.03,22.19,6.76,3.01,"nv","db","rl",11.13,"cb",1.45,17.79,12.98,"bw",1.65,"ev",24.1,19.19,7.59,"ub",3.74,16.97,9.97,5.78,2.17,"ev",8.67
"Denied","kq","py",1.79,9.4,20.25,13.32,0.45,5.31,"nv","ld","te",-5.78,"te",1.24,18.55,-0.7,"ki",55.93,"tg",26.85,-8.42,35.35,"tf",1.88,12.65,9.93,11.26,1.14,"ev",20.97
"Success","qw","py",-0.68,1.92,5.63,2.48,11.74,11.46,"ch","ld","te",6.3,"cb",1.93,52.28,11.62,"bw",58.39,"ev",-20.58,4.75,37.61,"tf",10.02,-8.74,18.88,7.35,1.64,"ev",42.16
"Denied","qw","bq",1.83,5.07,8.78,8.71,15.29,9.9,"nv","ld","te",15.01,"cb",0.81,11.97,7.52,"bw",-3.84,"ev",18.3,27.81,19.12,"ri",5.41,9.43,24.02,3.41,0.26,"ev",18.09
"Success","qw","py",6.13,16.77,16.21,9.24,4.57,0.97,"ch","ld","te",15.99,"kh",-0.57,-11.86,12.28,"bw",4.34,"qu",16.72,8.59,1.78,"fe",4.09,-1.26,12.12,2.23,1.3,"ev",8.35
"Denied","qw","js",5.74,2.41,48.85,-0.36,6.83,9.09,"ja","ld","te",11.78,"te",-0.09,29.05,9.1,"bw",43.61,"ev",41.68,7.1,14.19,"ri",6.12,6.08,10.27,-6.87,0.05,"ev",43.96
"Denied","wv","hk",4.55,16.88,31.05,4.64,0.59,12.53,"ch","ld","te",-1.25,"te",4.28,25.42,-0.55,"bw",21.55,"qu",-6.55,16.33,-7.94,"tf",9.49,14.23,2.27,1.48,0,"ev",24.38
"Denied","wv","hk",3.53,12.27,21.87,5.64,23.76,0.67,"ja","db","te",-5.66,"kh",1.65,8.78,9.81,"bw",-12.55,"qu",26.85,25.32,6.02,"sy",-2.94,15.49,-1.24,12.27,1.08,"dg",16.91
"Denied","qw","py",9.37,25.6,3.72,20.43,19.07,0.91,"ch","db","te",-7.26,"te",0.13,12.16,-0.68,"ki",49.5,"me",39.42,22.81,-9.07,"tf",-3.82,7.93,26.54,8.38,1.72,"ev",-24.33
"Denied","qw","xn",-1.72,2.96,54.53,0.98,-5.99,7.46,"nv","db","rl",-1.27,"cb",1.49,42.89,15.96,"ov",-6.83,"ev",1.27,-1.9,6.93,"tf",3.81,13.66,6.81,8.84,-0.52,"ev",14.06
"Denied","qw","py",4.15,8.75,9.5,8.6,19.18,3.39,"nv","ld","te",2.55,"te",3.53,29.93,10.48,"bw",4.45,"fh",5.33,34.34,23.09,"tf",8.61,1.22,-6.41,0.89,1.83,"ev",18.18
"Success","ma","hk",-0.12,-18.52,33.34,-0.88,0.7,14.37,"ja","db","rl",-6,"kh",0.69,27.51,8.52,"bw",31.67,"ev",13.85,30.03,-11.45,"ri",10.07,-3.44,5.6,5.14,0,"ev",7.92
"Denied","wv","zg",5.26,14.54,24.93,9.56,16.55,13.17,"ja","db","te",6.05,"te",1.69,12.98,16.41,"ki",37.87,"bz",26.66,10.32,3.55,"tf",4.28,7.63,6.35,4.04,2.32,"dg",1.64
"Denied","wv","hk",4.42,2.22,17.35,7.71,-2.27,4.36,"ch","db","te",2.49,"cb",2.26,16.49,11.75,"bw",16.57,"tg",36.49,12.72,2.9,"ri",4.98,16.57,38.7,3.93,0.4,"ev",-23.46
"Denied","kq","hk",3.18,34.65,16.94,2.7,3.65,6.13,"nv","ld","te",19.66,"cb",2.18,26.62,8.53,"bw",57.12,"ev",30.07,14.35,27.94,"tf",-0.03,14.17,-3.96,4.98,1.06,"ev",3.85
"Denied","wv","py",3.72,39.9,35.08,-1.86,11.34,9.63,"ch","ld","te",4.26,"cb",0.14,-1.36,-3.76,"bw",23.63,"qu",23.22,2.38,0.61,"tf",0.38,6.1,-19.48,5.58,-0.17,"ev",15.09
"Denied","qw","py",2.28,25.77,19.24,0.59,-7.92,-0.24,"ch","ld","rl",3.28,"cb",-1.24,-16.53,5.39,"zk",8.2,"tg",3.14,-1.69,25.16,"tf",2.03,23.46,21.86,3.35,0.91,"dg",-5.86
"Success","qw","bq",7.93,44.12,-18.93,6.98,5.65,2.02,"nv","db","rl",2.03,"kh",3.77,13.84,8.53,"ki",17.94,"ev",11.7,7.68,15.45,"ri",13.43,-5.63,3.22,-0.06,0.21,"ev",13.49
"Success","qw","js",1.65,4.47,9.07,2.46,-4.68,3.04,"ch","pe","te",8.95,"cb",0.07,16.07,4.21,"ki",33.33,"ev",18.46,14.47,10.59,"cz",3.17,10.37,14.7,9.53,1.46,"dg",31.46
"Denied","kq","py",-1.05,13.57,25.76,6.32,25.88,-13.33,"ja","ld","te",4.47,"kh",-1.82,56.64,4.47,"ki",-9.2,"bz",31.58,36.35,27.96,"ri",3.6,9.91,18.01,5.44,1.16,"ev",18.2
"Denied","qw","bq",5.74,5.63,14.18,6.04,15.46,-1.82,"ch","ld","te",3.72,"iz",5.41,3.5,6.35,"bw",71.29,"tg",18.22,-1.93,7.12,"yv",5.72,12.01,15.98,1.37,1.79,"dg",14.59
"Denied","qw","py",7.67,33.92,21.44,6.89,12.89,7.07,"ch","db","te",8.61,"cb",3.51,12.39,8.41,"bw",-13.3,"ev",-12.4,3.72,16.53,"qu",1.03,1.59,6.7,6.05,0.31,"ev",-10.17
"Success","qw","rv",-4.53,-2.65,62.46,5.94,12.75,4.24,"ch","ld","te",0.85,"cb",3.21,11.3,19.82,"zk",26.92,"fh",21.25,8.73,0.8,"tf",1.84,10.64,15.12,2.82,-0.07,"ev",15.83
"Denied","wv","bq",6.03,9.06,-7.35,-1.04,9.28,7.31,"ch","db","te",0.48,"kh",-1.64,-6.01,-8.1,"bw",26.72,"tg",-12.84,-10.44,27.83,"po",5.2,21.1,31.46,4.28,0.45,"ev",31.43
"Success","qw","bq",1.34,28.08,26.64,8.57,-8.74,5.56,"nv","db","rl",10.41,"iz",0.45,11.02,11.19,"ov",54.18,"tg",37.45,21.14,7.03,"ub",-5.26,8.33,6.94,4.45,0.8,"ev",12.82
"Success","qw","py",4.8,16.45,20.13,8.83,24.53,4.61,"ch","ld","te",7.71,"kh",3.43,32.25,18.01,"ki",29.22,"qu",11.98,-16.79,15.6,"tf",2.96,-4.24,35.19,7.88,0.22,"ev",-3.08
"Denied","wv","bq",0.4,23.72,16.1,24.75,11.02,9.7,"ch","db","rl",3.25,"te",3.3,29.31,7.48,"bw",43.46,"qu",7.28,15.96,8.5,"ub",12.22,19.89,29.25,7.78,0.56,"ev",23.71
"Denied","qw","bq",3.12,-3.12,43.16,6.22,10.41,5.27,"ch","ld","te",-5.24,"kh",3.96,30.23,1.87,"bw",35.67,"tg",-12.09,14.17,20.41,"tf",3.7,12.42,8.81,7.29,0.27,"dg",-8.98
"Success","qw","js",-2.25,0.28,27.08,9.17,1.5,17.8,"ch","db","te",7.58,"pf",5.06,9.56,8.79,"ki",6.77,"bz",21.56,5.47,-0.24,"ri",3.96,17.55,26.71,9.29,-1.63,"dg",37.91
"Denied","kq","rv",1.41,4.45,7.42,3.75,9.05,0.81,"nv","ld","te",22,"iz",1.75,36.88,9.28,"bw",3.27,"ev",43.18,27.35,26.6,"tf",0.67,22.53,8.98,6.87,0.81,"ev",-9.45
"Success","kq","bq",-4.91,25.2,56.8,1.64,8.16,9.82,"ch","db","te",3.51,"cb",4.49,8.22,9.52,"bw",14.47,"me",20.9,27.93,4.5,"tf",8.56,-0.46,20.45,6.48,-0.34,"ev",3.52
"Success","wv","hk",5.63,36.03,40.72,21.97,-2.4,16.44,"ch","db","te",12.24,"kh",1.21,7.11,18.43,"ki",13.16,"ev",25.28,27.03,7.45,"yv",0.81,-1.89,9.79,0.2,-0.2,"dg",-16.39
"Success","qw","hk",-0.28,29.25,3.14,12.34,4.32,16.38,"ch","db","te",-4.02,"te",3.54,27.18,9.75,"ki",43.64,"qu",-11.45,38.21,5.56,"fe",6.97,-1,-4.54,6.81,0.45,"ev",17.17
"Denied","qw","py",1.15,-16.46,27.91,12.97,19.22,8.8,"ch","ld","te",6.1,"iz",4.1,12.81,10.52,"bw",-5.76,"qu",34.93,26.13,15.51,"tf",6.07,7.41,4.29,6.96,2.4,"dg",43.25
"Denied","qw","hk",0.51,35.66,11.36,15.72,15.06,19.03,"ch","ld","rl",-0.5,"te",-0.7,6.61,5.47,"bw",2.26,"ev",33.82,43.42,33.24,"tf",15.24,12.79,0.6,3.79,1.63,"dg",-3.77
"Denied","wv","hk",2.94,23.71,-1.44,10.62,20.2,-3.17,"ch","db","te",17.49,"cb",1.73,38.79,30.5,"bw",16.56,"me",43.52,17.72,-0.27,"da",-0.43,10.93,7.01,9.3,1.22,"ev",-7.73
"Success","wv","py",3.91,-0.84,-14.05,4.76,23.82,13.87,"ja","ld","te",5.39,"kh",4.07,4.66,15.11,"bw",30.21,"ev",-5.56,9.9,20.34,"qu",-2.02,-4.76,17.09,7.21,0.61,"ev",-4.28
"Success","wv","js",3.23,30.39,31.01,1.02,7.16,9.06,"ch","ld","te",4.1,"kh",1.72,13.71,4.77,"bw",29.24,"qu",50.81,17.16,-12.67,"ub",7.91,-6.04,12.14,2.97,1.99,"dg",10.92
"Success","wv","py",4.23,31.73,5,3.74,0.36,9.68,"ja","db","te",-2.44,"te",4.86,8.24,5.93,"ki",13.57,"me",24.42,21.6,13.57,"ub",9.51,10.99,-3.86,2.71,1.44,"ev",-2.34
"Denied","qw","py",9.02,14.18,9.25,4.69,10.59,7.6,"ch","ld","te",13.03,"iz",1.42,-6.3,-13.7,"ov",8.07,"tg",11.58,27.98,12.01,"da",-10.44,12.99,3.84,3.59,0.65,"ev",13.23
"Denied","kq","js",5.07,29.62,52.51,13.04,8.97,8.85,"ch","ld","rl",6.77,"kh",3.28,9.72,7.31,"bw",22.79,"qu",3.19,36.41,29.57,"ri",6.21,7.15,10.63,12.68,2.81,"dg",31.68
